,level_0,index,propertyCode,thumbnail,externalReference,numPhotos,price,propertyType,operation,size,rooms,bathrooms,address,province,municipality,country,latitude,longitude,showAddress,url,distance,description,hasVideo,status,newDevelopment,priceByArea,detailedType,suggestedTexts,hasPlan,has3DTour,has360,hasStaging,topNewDevelopment,superTopHighlight,floor,hasLift,parkingSpace,district,labels,highlight,neighborhood
42,42,42.0,32453322,https://img3.idealista.pt/blur/WEB_LISTING/0/id.pro.pt.image.master/5f/aa/1e/206679145.jpg,124911005-1483,12,35000.0,chalet,sale,110.0,1,1,São Martinho das Moitas e Covas do Rio,Viseu,São Martinho das Moitas e Covas do Rio,pt,40.897507,-8.0722526,False,https://www.idealista.pt/imovel/32453322/,51518,"Casa T1 en Covas do Rio, São Pedro do Sul. En un pueblo típico, con paisajes verdes, montañas a su alrededor y donde se puede sentir la naturaleza en estado puro, encontramos esta casa tan característica de la zona en la que se encuentra. Consta de: salón comedor, cocina, dormitorio y baño de visitas.Una de sus principales características es la vista despejada de las montañas. Es un pueblo aislado, donde algunas de las casas fueron construidas en esquisto y con tejados de pizarra. Ideal para vivienda vacacional o de fin de semana, donde la tranquilidad y el bienestar están garantizados. Se encuentra a unos 30 km de la ciudad de São Pedro do Sul.   ¡Compruebe su visita!",False,good,False,318.0,{'typology': 'chalet'},"{'subtitle': 'São Martinho das Moitas e Covas do Rio, São Pedro do Sul', 'title': 'Chalet'}",False,False,False,False,False,False,,,,,,,
43,43,43.0,32836697,https://img3.idealista.pt/blur/WEB_LISTING/0/id.pro.pt.image.master/91/5c/0f/226558019.jpg,ZMPT560184,17,98000.0,chalet,sale,42.0,3,1,"Rua 5 de Outubro, 5223",Porto,São Mamede de Infesta e Senhora da Hora,pt,41.1917391,-8.6214549,True,https://www.idealista.pt/imovel/32836697/,5029,"Identificación de la propiedad: ZMPT560184 Pequeña Casa Tradicional, que consta de 4 divisiones, para restaurar. Esta casa de una sola planta es prácticamente una edificación unifamiliar, con forma de L. La proximidad a las edificaciones vecinas deja únicamente un frente, orientado al sur y donde se desarrolla un patio de razonables dimensiones. Al Este y Norte hay un pequeño espacio exterior cubierto, por el que se accede al interior de la vivienda y al baño. No fue posible precisar el año de construcción de esta casa, pero aparece ya cartografiado en el levantamiento clásico realizado entre 1944 y 1952.Se considera por tanto anterior al RGEU, es decir, no requiere Licencia de Uso. Durante casi un siglo fue objeto de algunas intervenciones de conservación, pero está degradado y necesitará trabajos de actualización. Actualmente está alquilada a un señor de 87 años que busca una casa de protección oficial. Una casita con patio y mucho sol, en una calle tranquila de Matosinhos, pero cerca de todo. Accesos y servicios cercanos: • A 140 m de la Parada de Autobús (107 /107N / 121 / 506) (2 min.a pie) • A 100m de la Confitería ""Flor de Picoutos"" (1 min.a pie) • A 500 m de varias cafeterías y restaurantes (7 min.a pie) • A 2,6 km del Hospital de S.João y Centro Universitario (6 min.en coche) • A 2,6 Km del Hospital de S.Juan (6 min.en coche) • A 600 m del Jardín Infantil ""Solinorte"" (8 min.a pie) • A 500 m de Farmacia Pedra Verde (7 min.a pie) • 1 K del Pingo Doce de S.Mamede de Infesta (14 min.a pie) • A 2 km de Estrada da Circunvalação y Oporto (4 min.en coche) • A 6 km del centro de Oporto (15 min.en coche) • A 1,5 km del acceso a la autopista A4 (4 min.en coche) • A 3 km del acceso a la autopista A20 (VCI) (5 min.en coche) • A 10 km de la playa de Matosinhos (15 min.en coche) • A 10 km del Aeropuerto Francisco Sá Carneiro (14 min.en coche) Elementos contenidos en el registro de la propiedad urbana: • Superficie total del terreno: 54 m² • Superficie construida: 42 m² • Área bruta de construcción: 42 m² • Área bruta privada: 42 m² 3 razones para comprar con Zome + seguimiento Con una preparación y experiencia únicas en el mercado inmobiliario, los consultores de Zome ponen toda su dedicación en brindarte el mejor soporte, guiándote con la mayor confianza, en la dirección correcta de tus necesidades y ambiciones. A partir de ahora, crearemos una relación cercana y escucharemos atentamente sus expectativas, ¡porque nuestra prioridad es su felicidad! Porque es importante que sientas que estás acompañado y que siempre estamos contigo. + simple Los consultores de Zome cuentan con una formación única en el mercado, anclada en el intercambio de experiencias prácticas entre profesionales y reforzada por el conocimiento de la neurociencia aplicada que les permite simplificar y hacer más efectiva su experiencia inmobiliaria. Deja atrás las pesadillas burocráticas porque en Zome encontrarás el apoyo total de un equipo experimentado y multidisciplinar que te brinda un soporte práctico en todos los aspectos fundamentales, para que tu experiencia inmobiliaria supere las expectativas. + feliz ¡Nuestro mayor valor es brindarle felicidad! Libérate de preocupaciones y ahorra el tiempo de calidad que necesitas para dedicarte a lo que te hace más feliz. Actuamos a diario para aportar más valor a tu vida con el asesoramiento fiable que necesitas para que juntos podamos conseguir los mejores resultados. Con Zome nunca te perderás ni irás solo y encontrarás algo invaluable: ¡tu máxima tranquilidad! Así es como te sentirás a lo largo de la experiencia: Tranquilo, seguro, cómodo y...¡CONTENTO! notas: 1.Si usted es un asesor inmobiliario, esta propiedad está disponible para compartir negocios.No dude en presentar a sus compradores a sus clientes y hablar con",False,renew,False,2333.0,"{'typology': 'chalet', 'subTypology': 'independantHouse'}","{'subtitle': 'São Mamede de Infesta e Senhora da Hora, Matosinhos', 'title': 'Casa independiente en Rua 5 de Outubro, 5223'}",False,False,False,False,False,False,,,,Pedra Verde,"[{'name': 'moradiaTerreaType', 'text': 'Moradia terrea'}]",{'groupDescription': 'Top'},
44,44,44.0,31962706,https://img3.idealista.pt/blur/WEB_LISTING/0/id.pro.pt.image.master/20/70/fa/227991257.jpg,A053-3670,31,595000.0,chalet,sale,204.0,5,5,Rua Álvaro Castelões,Porto,Matosinhos e Leça da Palmeira,pt,41.1856665,-8.6939627,False,https://www.idealista.pt/imovel/31962706/,10114,,True,good,False,2917.0,"{'typology': 'chalet', 'subTypology': 'independantHouse'}","{'subtitle': 'Matosinhos e Leça da Palmeira, Matosinhos', 'title': 'Casa independiente en Rua Álvaro Castelões'}",True,False,False,False,False,False,,,,Centro de Matosinhos,,,
45,45,45.0,31625111,https://img3.idealista.pt/blur/WEB_LISTING/0/id.pro.pt.image.master/4d/0a/fb/169819503.jpg,A053-3572,13,150000.0,chalet,sale,222.0,3,1,Perafita - Lavra - Santa Cruz do Bispo,Porto,Perafita - Lavra - Santa Cruz do Bispo,pt,41.22444,-8.697758,False,https://www.idealista.pt/imovel/31625111/,12290,"No pierdas la oportunidad de descubrir esta casa de piedra para restaurar en el centro de Perafita, Matosinhos. Planta superior compuesta por: - Sala de estar; - 3 dormitorios; - 2 baños; - Cocina. Planta baja que comprende: - 2 Habitaciones; - 1 aseo; - Garaje para 2 vehículos. La casa se encuentra a 1,5 km de la Praia da Memória y tiene paradas de autobús a 2 minutos a pie. Es posible encontrar todo tipo de comercio y servicios a su alrededor. ¡Ven a ver esta propiedad con gran potencial! Árbitro.: A053-3572 Maivas Imobiliária desarrolla un concepto original de agencia inmobiliaria basado en la proximidad al cliente, apoyándose diariamente en pilares fundamentales como la Transparencia, el Compartir y la Eficiencia. ¿Tienes un proyecto inmobiliario? Maivas te proporciona un servicio para vender o alquilar, te ofrece un estudio comparativo de mercado, así como un dossier para determinar el precio de venta, adquiriendo un verdadero compromiso contigo, apoyado en un plan de acción común. Contamos con diversas herramientas de Marketing y Comunicación, que nos permiten llegar a un mayor número de clientes potenciales. Otros servicios que brindamos y que pueden interesarle: Arrendamiento, Valoración de Inmuebles, Gestión de Activos, Gestión Procesal, Ejecución de contratos (Compra y Venta, Arrendamiento, entre otros), Asesoramiento y orientación en la obtención de Crédito de Vivienda, Apoyo en la contratación de servicios con proveedores, energía , certificación de gas, agua y energía, entre otros. Maivas Imobiliária, Hoy y Siempre contigo! poco.ly/imoveis-maivasmatosinhos No pierdas la oportunidad de ver esta casa de piedra para restaurar en el centro de Perafita, Matosinhos. Planta superior compuesta por: - Sala de estar; - 3 dormitorios; - 2 baños; -Cocina. Planta baja que comprende: - 2 salones; - 1 aseo; - Garaje para 2 coches. La villa se encuentra a 1,5 km de la playa Praia da Memória y tiene paradas de autobús a 2 minutos a pie. Es posible encontrar todo tipo de comercio y servicios a su alrededor. ¡Ven a conocer esta propiedad con gran potencial! Árbitro.: A053-3572 Maivas Imobiliária desarrolla un concepto original de agencia inmobiliaria basado en la proximidad al cliente, apoyándose diariamente en pilares fundamentales como la Transparencia, el Compartir y la Eficiencia. ¿Tienes un proyecto inmobiliario? Maivas brinda un servicio de venta o alquiler, le ofrece un estudio comparativo de mercado, así como un expediente de determinación de precios de venta, asumiendo un verdadero compromiso, apoyado en un plan de acción común. Contamos con varias herramientas de Marketing y Comunicación, lo que nos permite llegar a un mayor número de clientes potenciales. Otros servicios que pueden interesarle: Alquiler, Tasación de Inmuebles, Gestión de Activos, Gestión Procesal, Contratación (Compraventa, Alquiler, entre otros), Asesoramiento y orientación en la obtención de Crédito Hipotecario, Apoyo en la contratación de servicios con los proveedores, energía, gas , certificación de agua y energía, entre otros. Maivas Imobiliária, ¡Hoy y Siempre contigo! poco.ly/imoveis-maivasmatosinhos.",True,renew,False,676.0,"{'typology': 'chalet', 'subTypology': 'terracedHouse'}","{'subtitle': 'Perafita - Lavra - Santa Cruz do Bispo, Matosinhos', 'title': 'Chalet adosado'}",True,False,False,False,False,False,,,,,,,
46,46,46.0,32896681,https://img3.idealista.pt/blur/WEB_LISTING/0/id.pro.pt.image.master/4a/90/0b/224152999.jpg,72572,17,990000.0,flat,sale,218.0,5,6,Aviz - Cristo Rei,Porto,Aldoar - Foz do Douro - Nevogilde,pt,41.1619763,-8.6677495,False,https://www.idealista.pt/imovel/32896681/,7534,Categoría Energética: B  ref: 72572.,False,good,False,4541.0,{'typology': 'flat'},"{'subtitle': 'Aldoar - Foz do Douro - Nevogilde, Porto', 'title': 'Piso'}",True,False,False,False,False,False,14,True,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}",Aviz - Cristo Rei,,,
47,47,47.0,32958337,https://img3.idealista.pt/blur/WEB_LISTING/0/id.pro.pt.image.master/b8/12/a9/226379325.jpg,PO91324,18,425000.0,flat,sale,83.0,2,2,Rua Manuel Dias da Fonseca,Porto,Matosinhos e Leça da Palmeira,pt,41.1731936,-8.6846317,False,https://www.idealista.pt/imovel/32958337/,9052,"HACER CON EL MEJOR REPARTO EE.UU. El departamento de 2 recámaras tiene dos baños completos y balcón, ubicado en el quinto piso, con cocina y lavadero. Los dormitorios disponen de armarios empotrados, uno de ellos tipo suite.También dispone de dos plazas de aparcamiento y algún trastero. Nuevo desarrollo en Matosinhos Sul, en Parque da Cidade y Praia de Matosinhos, con tipologías de T2 a T4. Apartamentos con balcones, algunos con terraza y jardín, con estupendos acabados y cocina totalmente equipada. En construcción con finalización prevista para el primer trimestre de 2024. Ubicado en Matosinhos Sul, el desarrollo Nautilus IV está compuesto por 64 departamentos de tipo T2, T3 y T4, de líneas simples, diseñados para todo tipo de familias, combinando confort, modernidad y tranquilidad, ideales para quienes valoran la calidad de vida. Apartamentos con superficies entre 82 y 176 m2 con acabados de alta calidad que añaden elementos de sofisticación y bienestar, como suelos de madera multicapa de roble, puertas interiores hasta el techo, ventanas con carpintería de aluminio lavado. Los techos con molduras para iluminación, los armarios lacados y el sistema de aire acondicionado proporcionan un ambiente acogedor en un perfecto equilibrio entre confort y estética. Cocina y baños totalmente equipados con sanitarios suspendidos. Las propiedades de la planta baja se benefician de terrazas con áreas generosas y la gran mayoría tiene balcón. Todos los Apartamentos disponen de trastero, así como de plaza de aparcamiento. Cerca de todo tipo de comercio, servicios, restaurantes, playas, parques de la ciudad y transporte. Puntos de interés: -900m de la playa de Matosinhos. -A 500 m del parque de la ciudad. -450m del Mercadona. -9km del Aeropuerto. Nos ocupamos de su proceso crediticio, sin burocracia, presentando las mejores soluciones para cada cliente. Intermediario de crédito certificado por el Banco de Portugal con el número 0001802. ¡Ayudamos con todo el proceso! ¡Ponte en contacto con nosotros o déjanos tus datos y nos pondremos en contacto contigo lo antes posible! PO91324.",True,good,False,5120.0,{'typology': 'flat'},"{'subtitle': 'Matosinhos e Leça da Palmeira, Matosinhos', 'title': 'Piso en Rua Manuel Dias da Fonseca'}",True,False,False,False,False,False,1,True,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}",Matosinhos Sul - Marginal,,,
48,48,48.0,30731630,https://img3.idealista.pt/blur/WEB_LISTING/0/id.pro.pt.image.master/fc/b3/2d/136805514.jpg,115521,8,130000.0,chalet,sale,240.0,4,2,"Avenida Sobreira, 246",Aveiro,Paços de Brandão,pt,40.9729592,-8.5870318,True,https://www.idealista.pt/imovel/30731630/,20888,"Esta propiedad está arrendada y no puede ser visitada.Villa de 4 dormitorios con excelentes áreas y buena orientación solar, 240 m² de área bruta total y 140 m² de área bruta privada, inserta en un terreno de 917 m², ubicado en Paços de Brandão, municipio de Santa Maria da Feira, distrito de Aveiro.Está ubicado en el centro de Paços de Brandão, a unos 300 metros de la Igreja Matriz, a 500 metros de la estación de tren, de la farmacia, a unos 250 metros de la CTT y de la Academia de Música de Paços de Brandão, a 500 metros de la asociación deportiva y el Instituto Superior de Paços de Brandão, ya unos 350 metros de comercios y servicios, a aproximadamente 1 km de la Escuela EB 23 de Paços de Brandão, del Centro Social de Paços de Brandão y del Campo de Fútbol.Destaca su céntrica ubicación, los rápidos accesos por carretera – a 4 km de la autopista A 29, a 2 km de la autopista A1, y la proximidad de grandes núcleos urbanos como la ciudad de Oporto a unos 27 km, a unos 57 km de la ciudad de Aveiro, aproximadamente a 7 km de la ciudad de Espinho, así como la proximidad a las áreas industriales: la zona industrial de Silveirinha, el área comercial del corcho, a unos 6 km del aeródromo de Espinho y a 8 km de Praia de Nos detuvimos en y desde Oporto Golf Club.La villa consta de dos plantas, consta de cuatro dormitorios, salón, dos baños, cocina y patio.Para soluciones de financiación, consúltenos a través de nuestro Intermediario de Crédito: Twinkloo.Referencia interna: 115521.",False,good,False,542.0,"{'typology': 'chalet', 'subTypology': 'independantHouse'}","{'subtitle': 'Paços de Brandão, Santa Maria da Feira', 'title': 'Casa independiente en Avenida Sobreira, 246'}",False,False,False,False,False,False,,,,,,,
49,49,49.0,32645936,https://img3.idealista.pt/blur/WEB_LISTING/0/id.pro.pt.image.master/97/b3/7e/214570136.jpg,395/A/00071,25,99000.0,chalet,sale,254.0,2,1,N205,Braga,Barqueiros,pt,41.4854318,-8.7122461,False,https://www.idealista.pt/imovel/32645936/,37813,"Villa de 2 dormitorios en venta ubicada en Barqueiros, municipio de Barcelos. Con una superficie total de 254m2, esta propiedad está situada en una zona tranquila, a sólo 45 minutos de Oporto.  La ubicación privilegiada de esta villa ofrece en las cercanías varias áreas de comercio y servicios como panaderías, supermercados, carnicerías, restaurantes y pizzerías, escuelas, farmacias, brindando comodidad y rápido acceso a sus residentes.  Además, la  propiedad está a solo 5 minutos de la autopista A11, lo que permite un fácil acceso a otras áreas de la región. El centro de Barqueiros está a solo 2 minutos, lo que garantiza la proximidad a todos los servicios y al comercio local, así como al transporte público. Los amantes de la playa  apreciarán la ubicación de esta villa, que está a solo 10 minutos de la playa de Apulia, brindando la oportunidad de disfrutar de momentos de ocio y descanso junto al mar.   Esta villa de 2 dormitorios (que se puede convertir en T3) es una excelente opción tanto como vivienda propia permanente, casa de vacaciones o para inversión, dada su ubicación estratégica, la posibilidad de restauración y el potencial de apreciación.  No pierda la oportunidad de adquirir esta propiedad con un inmenso potencial para cualquier situación.   Contáctenos hoy para obtener más información y programar una visita.  ComprarCasa Porto Paranhos ""Donde las historias terminan bien. ""  Misión Nuestra misión es brindar un servicio de alta calidad, seguridad y transparencia en el área de bienes raíces, teniendo como principal activo a nuestro cliente. Se pretende estar cerca de las personas para ayudarles a realizar sus sueños, teniendo nuestro tiempo y herramientas.   Trabajamos en equipo para lograr los objetivos de cada cliente, compartimos información y estamos en constante innovación. Colaboramos interna y externamente para conseguir los mejores resultados.  Valores La calidad de nuestros servicios está directamente ligada a la transparencia y el compromiso que ponemos en cada persona. Estamos disponibles para su éxito. Dedicamos nuestro tiempo a crear vínculos y relaciones de confianza. Este es nuestro ADN.  ¿Desea comprar, vender, arrendar o invertir en una propiedad en Oporto, Portugal? ¡Contáctenos!  Trabajamos con el mercado nacional e internacional.   APEMIP: 6412 / AMI: 21325 Horario: Lunes a Viernes - 9:30 a. m. a 7 p. m.  / Sábado - 10 a. m. a 1 p. m.",True,renew,False,390.0,"{'typology': 'chalet', 'subTypology': 'independantHouse'}","{'subtitle': 'Barqueiros, Barcelos', 'title': 'Casa independiente en N205'}",False,False,False,False,False,False,,,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}",,,,
50,0,,31662563,https://img3.idealista.pt/blur/WEB_LISTING/0/id.pro.pt.image.master/18/aa/5c/163062998.jpg,376210140,8,150000.0,chalet,sale,222.0,3,2,Perafita - Lavra - Santa Cruz do Bispo,Porto,Perafita - Lavra - Santa Cruz do Bispo,pt,41.2314142,-8.7009133,False,https://www.idealista.pt/imovel/31662563/,12961,"Casa de piedra para recuperar, con 192m² de área privada y en una parcela de 296m².Ubicado en el centro de Perafita y 1.A 5 km de la playa de Cabo do Mundo.Cerca del acceso A28.",False,renew,False,676.0,"{'typology': 'chalet', 'subTypology': 'independantHouse'}","{'subtitle': 'Perafita - Lavra - Santa Cruz do Bispo, Matosinhos', 'title': 'Casa independiente'}",False,False,False,False,False,False,,,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}",,,,
51,1,,32727012,https://img3.idealista.pt/blur/WEB_LISTING/0/id.pro.pt.image.master/0c/c2/5e/217561438.jpg,CAS_356,11,150000.0,chalet,sale,222.0,3,3,Perafita - Lavra - Santa Cruz do Bispo,Porto,Perafita - Lavra - Santa Cruz do Bispo,pt,41.22543,-8.6968517,False,https://www.idealista.pt/imovel/32727012/,12292,,False,renew,False,676.0,{'typology': 'chalet'},"{'subtitle': 'Perafita - Lavra - Santa Cruz do Bispo, Matosinhos', 'title': 'Chalet'}",False,False,False,False,False,False,,,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}",,,,
52,2,,32672974,https://img3.idealista.pt/blur/WEB_LISTING/0/id.pro.pt.image.master/c2/59/57/215594238.jpg,Moradia T4 RTP,51,535000.0,chalet,sale,320.0,4,3,Rua Santa Isabel,Porto,Mafamude e Vilar do Paraíso,pt,41.1137141,-8.5992668,False,https://www.idealista.pt/imovel/32672974/,5525,"Casa de 4 frentes, ubicada en terreno de 640 m2, cerca de RTP y Santo Ovídio. En la planta baja encontramos la entrada principal que da acceso a la planta superior y al salón comedor con excelente luminosidad y zonas, que dan acceso a una magnífica terraza y jardín, a través de grandes puertas y ventanales. Cocina equipada, despensa, aseo de invitados y escalera de servicio al 1er piso. En la planta superior, con espléndida luz natural, encontramos 4 dormitorios de generosas zonas, uno de ellos suite con 2 armarios, y dos baños. Garaje para dos coches con acceso al patio trasero. También cuenta con dos zonas anexas con lavandería y 3 zonas de almacenamiento. Localización: - Nueva parada de metro (en construcción). -Hospital Santos Silva - EB 2/3 Escuela Soares dos Reis - Supermercados Continente y Pingo Doce - Guardería Pimpas - Banco Santander, Milenio y BPI - Farmacias - Restaurante y Cafeterías Excelente oportunidad para vivir cómoda y tranquilamente. ¡Háblanos!",False,good,False,1672.0,"{'typology': 'chalet', 'subTypology': 'independantHouse'}","{'subtitle': 'Mafamude e Vilar do Paraíso, Vila Nova de Gaia', 'title': 'Casa independiente en Rua Santa Isabel'}",False,False,False,False,False,False,,,,Santo Ovídio - Cedro - Monte da Virgem,,{'groupDescription': 'Destacado'},
53,3,,32556535,https://img3.idealista.pt/blur/WEB_LISTING/0/id.pro.pt.image.master/25/bf/38/211152484.jpg,,58,990000.0,chalet,sale,1221.0,4,11,Rua das fontainhas,Porto,Serzedo e Perosinho,pt,41.061572,-8.5809736,False,https://www.idealista.pt/imovel/32556535/,11024,"Magnífica villa. En perfecta armonía con la naturaleza, esta casa ofrece las mejores condiciones de vida que pueda desear: total privacidad y tranquilidad, garantizada por el tamaño del terreno y la superficie construida, suficiente para una residencia familiar con todos los requisitos principales, con áreas sociales y privadas. y servicios, adecuados al tamaño del inmueble. En la planta baja, a través de un generoso recibidor donde se ubica el ascensor hidráulico que da acceso a las tres plantas, accedemos a la entrada principal y vislumbramos un bonito salón comedor, de muy buenas dimensiones, con capacidad para albergar a una familia numerosa, y cualquier huéspedes. , a quienes les encantará poder disfrutar de este hermoso lugar.una cocina moderna y equipada, y un generoso salón, que da acceso al jardín con el apoyo de un baño de visitas. En la planta superior, con una espléndida luz natural, resultante de la claraboya y enormes ventanales, encontramos los 4 dormitorios, todos en suite, con armarios empotrados, dos de ellos con bañera y los otros dos con plato de ducha.En la misma planta también hay un despacho. El sótano dispone de una generosa piscina climatizada, sauna, baño, gimnasio y lavadero. La casa principal tiene una superficie útil de 546m² aproximadamente y está ubicada en una parcela de 1300m², pero con todas las comodidades que te permitan disfrutarla con total comodidad. Destacan las vistas abiertas y nada que pueda comprometer la privilegiada exposición solar, sin olvidar que, a través de los grandes ventanales, la casa dispone de luz natural que la hace muy agradable y acogedora. Justo en la entrada de la propiedad, accesible a través de una puerta automática, hay un encantador jardín que garantiza una hermosa vista para propietarios e invitados. La propiedad también cuenta con un amplio espacio que ofrece área de oficina, salón de eventos, cocina regional y baños. Espacio posible para uso como aparcamiento para varios coches o almacén, ofreciendo esta parte una superficie útil total de 675m2. Todo el conjunto de edificios está infraestructurado para: abastecimiento de agua (pozo), electricidad, telecomunicaciones, red de alcantarillado, disponiendo el edificio principal de chimenea con recuperación de calor, aire acondicionado, ascensor y calefacción central (caldera, placas solares). Se encuentra en una zona tranquila en una urbanización situada a 150m de E.N.1, a 700 m del Colégio dos Carvalhos y con acceso inmediato a la A1, A29, A20, A44, a 5 minutos de los principales centros urbanos Porto/Gaia/Espinho. ¡Háblanos!",True,good,False,811.0,"{'typology': 'chalet', 'subTypology': 'independantHouse'}","{'subtitle': 'Serzedo e Perosinho, Vila Nova de Gaia', 'title': 'Casa independiente en Rua das fontainhas'}",False,False,False,False,False,False,,,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}",,"[{'name': 'villaType', 'text': 'Villa'}]",,
54,4,,31985839,https://img3.idealista.pt/blur/WEB_LISTING/0/id.pro.pt.image.master/4e/18/89/175843583.jpg,123061196-176,13,1100000.0,chalet,sale,516.0,12,2,Rua Doutor Joaquim de Meira,Braga,Azurém,pt,41.4486013,-8.2936577,False,https://www.idealista.pt/imovel/31985839/,39848,,False,good,False,2132.0,{'typology': 'chalet'},"{'subtitle': 'Azurém, Guimarães', 'title': 'Chalet en Rua Doutor Joaquim de Meira'}",False,False,False,False,False,False,,,,,,,
55,5,,32718329,https://img3.idealista.pt/blur/WEB_LISTING/0/id.pro.pt.image.master/49/e8/cf/217453645.jpg,ICC5396,32,265000.0,chalet,sale,258.0,5,2,Lagos - Chavinha,Porto,Mafamude e Vilar do Paraíso,pt,41.111946,-8.6170249,False,https://www.idealista.pt/imovel/32718329/,6339,T2. Junto a Prelada. ¿Cómo novo. Consulte esta y otras propiedades en (url oculto) o ponerte en contacto con nosotros en el n º (teléfono oculto).,False,good,False,1027.0,{'typology': 'chalet'},"{'subtitle': 'Mafamude e Vilar do Paraíso, Vila Nova de Gaia', 'title': 'Chalet'}",True,False,True,False,False,False,,,,Lagos - Chavinha,,,
56,6,,32920257,https://img3.idealista.pt/blur/WEB_LISTING/0/id.pro.pt.image.master/06/6c/f0/224985204.jpg,ID- 125311290-11,24,175000.0,flat,sale,90.0,3,2,"Rua da Trivima, 367, R/C, 4830-193 - Fonte Arcada",Porto,Fonte Arcada,pt,41.1451936,-8.3674825,False,https://www.idealista.pt/imovel/32920257/,17688,,True,good,False,1944.0,{'typology': 'flat'},"{'subtitle': 'Fonte Arcada, Penafiel', 'title': 'Piso en Rua da Trivima, 367, R/c, 4830-193 - Fonte Arcada'}",True,False,False,False,False,False,bj,False,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}",,,,
57,7,,32845962,https://img3.idealista.pt/blur/WEB_LISTING/0/id.pro.pt.image.master/7c/c9/cd/222019071.jpg,0699_H,9,215900.0,flat,sale,90.0,2,3,Rua dos Bombeiros Voluntários da Areosa s/n,Porto,Rio Tinto,pt,41.1806109,-8.5623311,True,https://www.idealista.pt/imovel/32845962/,2563,"Compuesto por 30 apartamentos, Premium Gardens ofrece una ubicación privilegiada, ubicado a sólo 2 km de reconocidos institutos de educación superior, como la Universidad de Oporto, que son referencias nacionales. El edificio presenta líneas modernas y las últimas soluciones arquitectónicas contemporáneas, ofreciendo generosos balcones y terrazas.Aquí encontrará una variedad de tipologías para satisfacer sus necesidades, como T1, T2, T3 y T1+1. Además de su ubicación estratégica, Premium Gardens ofrece varias amenidades y beneficios exclusivos para ti. Diseño moderno y elegante Amplios balcones y terrazas. Diversas tipologías Proximidad a institutos de educación superior. Fácil acceso al transporte público. Zonas verdes y de ocio cercanas Plaza de aparcamiento No pierda la oportunidad de vivir en un desarrollo de alta calidad que armoniza el diseño moderno con el confort y la conveniencia.Contáctanos para más información y reserva ahora tu apartamento en Premium Gardens. ¡Ven a vivir en el lugar perfecto para construir tus mejores recuerdos! PUERTA 88 ¡Nuestra apuesta por el negocio inmobiliario nace como la estrella de una película de éxito! La unión de personas unidas por una causa común, y unas enormes ganas de hacer las cosas diferentes y, si cabe, mejores, crearon un equipo experimentado y con la valentía de, en un momento difícil como nunca hemos afrontado, crear un proyecto con calidad humana. dimensión, en primer lugar, ayudar a los clientes que nos conocen y siguen buscándonos, encontrando en nuestro camino otros que nos conozcan. Alimentamos nuestra voluntad de hierro con la grandeza de la búsqueda de la victoria, en el sentido más agradecido de satisfacer las necesidades de cada uno, aportando pasos y manteniendo la clarificación adecuada para ayudar a nuestros clientes a decidir con el sentimiento de que el objetivo que buscan. realmente se logra. , está en el PUERTO 88. COMPROMISOS CON LAS METAS DE VIDA.",True,good,False,2399.0,{'typology': 'flat'},"{'subtitle': 'Rio Tinto, Gondomar', 'title': 'Piso en Rua dos Bombeiros Voluntários da Areosa s/n'}",True,True,False,False,False,False,2,True,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}",Santegãos - Estrada Nova - Campainha,,,
58,8,,32989703,https://img3.idealista.pt/blur/WEB_LISTING/0/id.pro.pt.image.master/9c/8b/27/227655322.jpg,125311290-11,24,175000.0,duplex,sale,120.0,3,2,"Rua da Trivima, 367",Braga,Fonte Arcada e Oliveira,pt,41.5769415,-8.2471232,True,https://www.idealista.pt/imovel/32989703/,53882,,True,good,False,1458.0,"{'typology': 'flat', 'subTypology': 'duplex'}","{'subtitle': 'Fonte Arcada e Oliveira, Póvoa de Lanhoso', 'title': 'Dúplex en Rua da Trivima, 367'}",True,False,False,False,False,False,bj,False,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}",,,,
